relative_time,raw_point_count,blind_rejected,front_rejected,front_raw_count,back_raw_count,feats_undistort_size,feats_down_size,eff_feat_num_first,eff_feat_num_last,front_effL,back_effL,front_undist,back_undist,front_down,back_down,front_range_med,back_range_med,t_lambda_min,r_lambda_min,imu_dt_max_ms,imu_count,imu_degraded,lidar_weak_rotation,combined_risk,near_wall,total_time,match_time,solve_time,map_incre_time,kf_update_time,deskew_enable,current_voxel_size
0.000000000,19968,2977,0,11961,8007,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.005398993,nan,nan,nan,nan,0,nan
0.099001169,20064,3216,0,12088,7976,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.266117096,18,0.000000000,nan,nan,nan,0.050014001,nan,nan,nan,nan,0,nan
0.199111462,19968,3044,0,12000,7968,16920,489,nan,nan,nan,nan,9021,7899,305,184,2.475963039,1.887692803,nan,nan,8.145332336,21,0.000000000,nan,nan,0.000000000,5.744914990,nan,nan,nan,nan,0,0.500000000
0.299040556,20064,3261,0,12148,7916,16799,497,308,310,186,124,8947,7852,309,188,2.483530569,1.803204944,69.415752855,331.540635967,7.922887802,19,0.000000000,nan,nan,0.000000000,14.388213982,5.929822044,0.139857992,0.746856967,6.703374966,0,0.500000000
0.399035692,19968,3188,0,12000,7968,16776,492,291,288,170,118,8877,7899,299,193,2.475144609,1.864219349,65.512502093,335.604010849,7.870197296,22,0.000000000,nan,nan,0.000000000,14.515554009,6.277234992,0.129347958,0.617154990,7.003239007,0,0.500000000
0.499911547,20064,3227,0,11983,8081,16833,487,278,279,168,111,8823,8010,295,192,2.491915301,1.792369272,57.883045217,313.318064935,7.315158844,18,0.000000000,nan,nan,0.000000000,15.513066028,6.875620922,0.144197023,0.789118989,7.691867009,0,0.500000000
0.599087477,19968,3275,0,12018,7950,16689,486,272,272,161,111,8811,7878,297,189,2.479140737,1.833312286,56.037197240,326.847112262,9.237766266,22,0.000000000,nan,nan,0.000000000,12.207682012,4.845421005,0.095406023,0.392513000,5.385341996,0,0.500000000
0.699386597,20064,3306,0,12043,8021,16754,495,287,288,175,113,8811,7943,306,189,2.481367583,1.825072917,57.766984040,372.572891970,7.504940033,18,0.000000000,nan,nan,0.000000000,11.457121989,5.594614020,0.107544998,0.359119033,6.198610994,0,0.500000000
0.799233675,19968,3348,0,12085,7883,16616,483,279,277,166,111,8801,7815,298,185,2.484101891,1.818750468,57.996439838,333.539364952,7.988452911,22,0.000000000,nan,nan,0.000000000,8.669650008,3.077484085,0.062463048,0.198895985,3.427845018,0,0.500000000
0.898989677,19968,3214,0,12049,7919,16750,496,286,290,174,116,8907,7843,307,189,2.490995087,1.776614988,62.471350822,341.136881167,5.773305893,20,0.000000000,nan,nan,0.000000000,15.079769015,7.061921002,0.151371991,0.629022019,7.917183975,0,0.500000000
1.001548529,19680,3322,0,11986,7694,16354,491,282,281,166,115,8727,7627,303,188,2.531835316,1.767251755,54.935845706,347.160445524,5.585670471,6,0.000000000,nan,nan,0.000000000,9.336490999,3.728304000,0.088701956,0.318110979,4.196449008,0,0.500000000
1.099423885,20448,3191,0,12469,7979,17253,493,291,289,171,118,9346,7907,306,187,2.435314155,1.792143376,60.928277922,344.553523653,8.004426956,33,0.000000000,nan,nan,0.000000000,10.331942001,2.966855071,0.052646908,0.091533002,3.183079010,0,0.500000000
