Linux 6.8.0-87-generic (jschoi) 	09/06/2026 	_x86_64_	(24 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:51:48 AM  1000   1469381    4.00    3.00    0.00    0.00    7.00     4   3468.00      0.00 2593936  162440   0.50  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:51:49 AM  1000   1469381   21.00    5.00    0.00    0.00   26.00     4   8352.00      0.00 2597128  189204   0.58  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:51:50 AM  1000   1469381   23.00    2.00    0.00    0.00   25.00     2   3494.00      0.00 2597372  197372   0.61  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:51:51 AM  1000   1469381   24.00    2.00    0.00    0.00   26.00    10   3375.00      0.00 2595796  201976   0.62  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:51:52 AM  1000   1469381   26.00    2.00    0.00    0.00   28.00     4   3749.00      0.00 2595844  209280   0.64  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:51:53 AM  1000   1469381   19.00    1.00    0.00    0.00   20.00    10   2159.00      0.00 2595844  210716   0.65  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:51:54 AM  1000   1469381   21.00    2.00    0.00    0.00   23.00     0   1622.00      0.00 2595844  209668   0.64  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:51:55 AM  1000   1469381   21.00    3.00    0.00    0.00   24.00    12   1932.00      0.00 2596172  211500   0.65  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:51:56 AM  1000   1469381   21.00    2.00    0.00    0.00   23.00     6   2226.00      0.00 2596172  212812   0.65  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:51:57 AM  1000   1469381   22.00    3.00    0.00    0.00   25.00    10   1764.00      0.00 2597732  214500   0.66  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:51:58 AM  1000   1469381   24.00    2.00    0.00    0.00   26.00     6   1044.00      0.00 2596260  211456   0.65  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:51:59 AM  1000   1469381   18.00    2.00    0.00    0.00   20.00     6   1244.00      0.00 2596260  212696   0.65  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:52:00 AM  1000   1469381   24.00    2.00    0.00    0.00   26.00     6   2309.00      0.00 2597948  215492   0.66  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:52:01 AM  1000   1469381   21.00    3.00    0.00    0.00   24.00     8    855.00      0.00 2597948  216996   0.67  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:52:02 AM  1000   1469381   22.00    2.00    0.00    0.00   24.00     6   1107.00      0.00 2597948  217752   0.67  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:52:03 AM  1000   1469381   23.00    2.00    0.00    0.00   25.00     4   1053.00      0.00 2597948  217908   0.67  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
