Linux 6.8.0-87-generic (jschoi) 	09/04/2026 	_x86_64_	(24 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04:00:12 PM  1000     95971   10.00    3.00    0.00    0.00   13.00    12   6771.00      0.00 2596460  173312   0.53  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04:00:13 PM  1000     95971   24.00    3.00    0.00    0.00   27.00    14   7161.00      0.00 2598148  196252   0.60  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04:00:14 PM  1000     95971   18.00    2.00    0.00    0.00   20.00    14   2375.00      0.00 2598148  201936   0.62  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04:00:15 PM  1000     95971   30.00    2.00    0.00    0.00   32.00    10   2610.00      0.00 2598164  209768   0.64  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04:00:16 PM  1000     95971   28.00    1.00    0.00    0.00   29.00    14   2330.00      0.00 2598164  215608   0.66  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04:00:17 PM  1000     95971   24.00    2.00    0.00    0.00   26.00    14   1639.00      0.00 2598408  215216   0.66  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04:00:18 PM  1000     95971   26.00    2.00    0.00    0.00   28.00     0    602.00      0.00 2597144  215824   0.66  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04:00:19 PM  1000     95971   22.00    1.00    0.00    0.00   23.00     0   1681.00      0.00 2597144  217240   0.67  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04:00:20 PM  1000     95971   24.00    2.00    0.00    0.00   26.00     6   1452.00      0.00 2598044  219028   0.67  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04:00:21 PM  1000     95971   24.00    2.00    0.00    0.00   26.00     2    829.00      0.00 2598916  219840   0.67  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04:00:22 PM  1000     95971   25.00    2.00    0.00    0.00   27.00     2   1214.00      0.00 2599020  222564   0.68  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04:00:23 PM  1000     95971   27.00    2.00    0.00    0.00   29.00     6   1177.00      0.00 2597664  222900   0.68  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04:00:24 PM  1000     95971   28.00    1.00    0.00    0.00   29.00    10      4.00      0.00 2597664  222900   0.68  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04:00:25 PM  1000     95971   29.00    2.00    0.00    0.00   31.00     4    523.00      0.00 2598968  221568   0.68  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04:00:26 PM  1000     95971   26.00    1.00    0.00    0.00   27.00     0    720.00      0.00 2602192  220748   0.68  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04:00:27 PM  1000     95971   29.00    2.00    0.00    0.00   31.00     5   1461.00      0.00 2602300  224812   0.69  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04:00:28 PM  1000     95971   26.00    1.00    0.00    0.00   27.00     8    740.00      0.00 2600844  224500   0.69  fastlio_mapping

