Linux 6.8.0-87-generic (jschoi) 	09/06/2026 	_x86_64_	(24 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:26:31 PM  1000   1902237   23.00    3.00    0.00    0.00   26.00    12    878.00      0.00 2603400  233456   0.72  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:26:32 PM  1000   1902237   21.00    2.00    0.00    0.00   23.00    10    570.00      0.00 2603448  233552   0.72  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:26:33 PM  1000   1902237   20.00    3.00    0.00    0.00   23.00    12    579.00      0.00 2603492  233808   0.72  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:26:34 PM  1000   1902237   22.00    2.00    0.00    0.00   24.00     2    661.00      0.00 2603540  234096   0.72  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:26:35 PM  1000   1902237   19.00    2.00    0.00    0.00   21.00     0    609.00      0.00 2603584  234208   0.72  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:26:36 PM  1000   1902237   19.00    3.00    0.00    0.00   22.00     4    849.00      0.00 2602652  234500   0.72  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:26:37 PM  1000   1902237   21.00    2.00    0.00    0.00   23.00     0    625.00      0.00 2602696  234588   0.72  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:26:38 PM  1000   1902237   21.00    2.00    0.00    0.00   23.00     0    642.00      0.00 2602744  234720   0.72  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:26:39 PM  1000   1902237   19.00    2.00    0.00    0.00   21.00     2    649.00      0.00 2602788  234812   0.72  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:26:40 PM  1000   1902237   21.00    2.00    0.00    0.00   23.00     0    662.00      0.00 2602836  234908   0.72  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:26:41 PM  1000   1902237   20.00    1.00    0.00    0.00   21.00     2    829.00      0.00 2602880  235612   0.72  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:26:42 PM  1000   1902237   20.00    3.00    0.00    0.00   23.00     6    686.00      0.00 2602928  235764   0.72  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:26:43 PM  1000   1902237   22.00    1.00    0.00    0.00   23.00    12    865.00      0.00 2602976  236500   0.73  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:26:44 PM  1000   1902237   18.00    3.00    0.00    0.00   21.00    11    715.00      0.00 2603032  236644   0.73  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:26:45 PM  1000   1902237   20.00    1.00    0.00    0.00   21.00     4    727.00      0.00 2603084  236748   0.73  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:26:46 PM  1000   1902237   20.00    3.00    0.00    0.00   23.00     4     26.00      0.00 2603136  236748   0.73  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:26:47 PM  1000   1902237   22.00    3.00    0.00    0.00   25.00    11    737.00      0.00 2605996  236796   0.73  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:26:48 PM  1000   1902237   17.00    2.00    0.00    0.00   19.00    11    948.00      0.00 2606052  237624   0.73  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:26:49 PM  1000   1902237   22.00    3.00    0.00    0.00   25.00    11    789.00      0.00 2606112  237804   0.73  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:26:50 PM  1000   1902237   18.00    3.00    0.00    0.00   21.00    11    805.00      0.00 2606312  238128   0.73  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:26:51 PM  1000   1902237   19.00    2.00    0.00    0.00   21.00    11    957.00      0.00 2606372  238820   0.73  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:26:52 PM  1000   1902237   19.00    4.00    0.00    0.00   23.00    11    830.00      0.00 2606432  238944   0.73  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:26:53 PM  1000   1902237   23.00    2.00    0.00    0.00   25.00    12    860.00      0.00 2606504  239104   0.73  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:26:54 PM  1000   1902237   24.00    2.00    0.00    0.00   26.00     0   1336.00      0.00 2606580  240992   0.74  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:26:55 PM  1000   1902237   20.00    1.00    0.00    0.00   21.00    12    892.00      0.00 2606656  241280   0.74  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:26:56 PM  1000   1902237   20.00    2.00    0.00    0.00   22.00     6    917.00      0.00 2606740  241460   0.74  fastlio_mapping

