Linux 6.8.0-87-generic (jschoi) 	09/14/2026 	_x86_64_	(24 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:05:58 AM  1000   4081213    4.00    2.00    0.00    0.00    6.00    10   4340.00      0.00 2620520  168972   0.52  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:05:59 AM  1000   4081213   12.00    3.00    0.00    0.00   15.00    14   2314.00      0.00 2620828  177368   0.54  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:06:00 AM  1000   4081213   15.00    4.00    0.00    0.00   19.00     4   1973.00      0.00 2621064  184856   0.57  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:06:01 AM  1000   4081213   15.00    3.00    0.00    0.00   18.00    14   1346.00      0.00 2622040  190232   0.58  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:06:02 AM  1000   4081213   15.00    3.00    0.00    0.00   18.00     0   1255.00      0.00 2622056  195032   0.60  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:06:03 AM  1000   4081213   16.00    3.00    0.00    0.00   19.00     4    512.00      0.00 2622060  197144   0.60  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:06:04 AM  1000   4081213   17.00    2.00    0.00    0.00   19.00    10    492.00      0.00 2622792  199448   0.61  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:06:05 AM  1000   4081213   17.00    1.00    0.00    0.00   18.00     0    372.00      0.00 2622808  200792   0.62  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:06:06 AM  1000   4081213   10.00    2.00    0.00    0.00   12.00     2    106.00      0.00 2622812  201176   0.62  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:06:07 AM  1000   4081213    5.00    0.00    0.00    0.00    5.00     3    343.00      0.00 2622812  202712   0.62  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:06:08 AM  1000   4081213   12.00    2.00    0.00    0.00   14.00     3     22.00      0.00 2622812  202712   0.62  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:06:09 AM  1000   4081213   15.00    2.00    0.00    0.00   17.00     3     89.00      0.00 2622812  202904   0.62  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:06:10 AM  1000   4081213   17.00    1.00    0.00    0.00   18.00     4     23.00      0.00 2622812  203096   0.62  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:06:11 AM  1000   4081213   16.00    2.00    0.00    0.00   18.00     6      2.00      0.00 2622812  203096   0.62  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:06:12 AM  1000   4081213   16.00    2.00    0.00    0.00   18.00     0     12.00      0.00 2622812  203096   0.62  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:06:13 AM  1000   4081213   13.00    2.00    0.00    0.00   15.00    14    140.00      0.00 2622812  203672   0.62  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:06:14 AM  1000   4081213   15.00    2.00    0.00    0.00   17.00     0      2.00      0.00 2622812  203672   0.62  fastlio_mapping

