Linux 6.8.0-87-generic (jschoi) 	09/18/2026 	_x86_64_	(24 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:52:45 PM  1000   2014503    7.00    3.00    0.00    0.00   10.00    11   4367.00      0.00 2620516  169516   0.52  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:52:46 PM  1000   2014503   12.00    2.00    0.00    0.00   14.00    11   2777.00      0.00 2621620  178880   0.55  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:52:47 PM  1000   2014503   18.00    4.00    0.00    0.00   22.00    11   2174.00      0.00 2621620  187712   0.58  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:52:48 PM  1000   2014503   19.00    2.00    0.00    0.00   21.00    11    923.00      0.00 2621620  191552   0.59  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:52:49 PM  1000   2014503   15.00    2.00    0.00    0.00   17.00     2   1110.00      0.00 2621900  195776   0.60  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:52:50 PM  1000   2014503   11.00    3.00    0.00    0.00   14.00     4    320.00      0.00 2621900  196928   0.60  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:52:51 PM  1000   2014503   15.00    3.00    0.00    0.00   18.00     0    239.00      0.00 2621900  198080   0.61  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:52:52 PM  1000   2014503   18.00    2.00    0.00    0.00   20.00     2    140.00      0.00 2622088  198464   0.61  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:52:53 PM  1000   2014503   16.00    3.00    0.00    0.00   19.00    12    240.00      0.00 2622232  199232   0.61  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:52:54 PM  1000   2014503   15.00    2.00    0.00    0.00   17.00     0     98.00      0.00 2622424  199616   0.61  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:52:55 PM  1000   2014503   12.00    2.00    0.00    0.00   14.00     2    327.00      0.00 2623040  200960   0.62  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:52:56 PM  1000   2014503   14.00    2.00    0.00    0.00   16.00     2    178.00      0.00 2623040  201728   0.62  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:52:57 PM  1000   2014503   14.00    3.00    0.00    0.00   17.00    12    142.00      0.00 2623040  202304   0.62  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:52:58 PM  1000   2014503   15.00    3.00    0.00    0.00   18.00     6      0.00      0.00 2623040  202304   0.62  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:52:59 PM  1000   2014503   14.00    3.00    0.00    0.00   17.00     6    147.00      0.00 2623372  202688   0.62  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:53:00 PM  1000   2014503   16.00    2.00    0.00    0.00   18.00    12     64.00      0.00 2623372  203264   0.62  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:53:01 PM  1000   2014503   16.00    3.00    0.00    0.00   19.00     0    150.00      0.00 2623372  204032   0.63  fastlio_mapping

