Linux 6.8.0-87-generic (jschoi) 	09/14/2026 	_x86_64_	(24 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:44:48 AM  1000      9916    3.00    3.00    0.00    0.00    6.00    14   4847.00      0.00 2621260  170344   0.52  fastlio_mapping
01:45:20 AM  1000      9916   18.00    3.00    0.00    0.00   21.00     8    521.00      0.00 2627428  230504   0.71  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:21 AM  1000      9916   16.00    2.00    0.00    0.00   18.00    10    585.00      0.00 2627488  230984   0.71  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:22 AM  1000      9916   20.00    1.00    0.00    0.00   21.00     4    609.00      0.00 2627544  231844   0.71  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:23 AM  1000      9916   20.00    2.00    0.00    0.00   22.00     9    507.00      0.00 2627604  232216   0.71  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:24 AM  1000      9916   17.00    2.00    0.00    0.00   19.00     0    610.00      0.00 2627660  232716   0.71  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:25 AM  1000      9916   19.00    1.00    0.00    0.00   20.00     9    564.00      0.00 2627712  233056   0.71  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:26 AM  1000      9916   19.00    2.00    0.00    0.00   21.00     9    596.00      0.00 2627768  233548   0.72  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:27 AM  1000      9916   16.00    2.00    0.00    0.00   18.00     9    519.00      0.00 2627816  233820   0.72  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:28 AM  1000      9916   15.00    2.00    0.00    0.00   17.00     9   1032.00      0.00 2629836  233932   0.72  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:29 AM  1000      9916   15.00    2.00    0.00    0.00   17.00     4    575.00      0.00 2629884  234080   0.72  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:30 AM  1000      9916   14.00    3.00    0.00    0.00   17.00     4    610.00      0.00 2629924  234352   0.72  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:31 AM  1000      9916   15.00    2.00    0.00    0.00   17.00     0    674.00      0.00 2629956  235148   0.72  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:32 AM  1000      9916   14.00    2.00    0.00    0.00   16.00     4    696.00      0.00 2629980  235772   0.72  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:33 AM  1000      9916   13.00    3.00    0.00    0.00   16.00     0    653.00      0.00 2630004  236220   0.72  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:34 AM  1000      9916   13.00    1.00    0.00    0.00   14.00     4    563.00      0.00 2630024  236300   0.72  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:35 AM  1000      9916   14.00    3.00    0.00    0.00   17.00     2    580.00      0.00 2630048  236448   0.73  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:36 AM  1000      9916   12.00    2.00    0.00    0.00   14.00    12    623.00      0.00 2630076  236504   0.73  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:37 AM  1000      9916   12.00    3.00    0.00    0.00   15.00     6    679.00      0.00 2630112  236996   0.73  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:38 AM  1000      9916   17.00    3.00    0.00    0.00   20.00    12    675.00      0.00 2630152  237472   0.73  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:39 AM  1000      9916   16.00    1.00    0.00    0.00   17.00     6    637.00      0.00 2630200  237568   0.73  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:40 AM  1000      9916   15.00    2.00    0.00    0.00   17.00    14    878.00      0.00 2630248  238524   0.73  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:41 AM  1000      9916   16.00    3.00    0.00    0.00   19.00     0    824.00      0.00 2630300  239272   0.73  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:42 AM  1000      9916   16.00    2.00    0.00    0.00   18.00    14    736.00      0.00 2630356  239676   0.74  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:43 AM  1000      9916   17.00    2.00    0.00    0.00   19.00    15    844.00      0.00 2630748  240224   0.74  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:44 AM  1000      9916   15.00    3.00    0.00    0.00   18.00     9    786.00      0.00 2630804  240772   0.74  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:45 AM  1000      9916   16.00    2.00    0.00    0.00   18.00     9    979.00      0.00 2630860  241900   0.74  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:46 AM  1000      9916   15.00    2.00    0.00    0.00   17.00     2   1118.00      0.00 2630916  243920   0.75  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:47 AM  1000      9916   16.00    3.00    0.00    0.00   19.00     9    845.00      0.00 2630976  244264   0.75  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:48 AM  1000      9916   17.00    2.00    0.00    0.00   19.00     2   1124.00      0.00 2631032  245868   0.75  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:49 AM  1000      9916   17.00    3.00    0.00    0.00   20.00     2   1189.00      0.00 2631092  247652   0.76  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:50 AM  1000      9916   16.00    3.00    0.00    0.00   19.00     0   1000.00      0.00 2631152  248760   0.76  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:51 AM  1000      9916   18.00    2.00    0.00    0.00   20.00    14    960.00      0.00 2631212  249224   0.76  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:52 AM  1000      9916   16.00    2.00    0.00    0.00   18.00    14   1052.00      0.00 2631272  250396   0.77  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:53 AM  1000      9916   14.00    3.00    0.00    0.00   17.00     2   1055.00      0.00 2631332  251476   0.77  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:54 AM  1000      9916   14.00    4.00    0.00    0.00   18.00    14    877.00      0.00 2631392  251712   0.77  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:55 AM  1000      9916   17.00    2.00    0.00    0.00   19.00     0    951.00      0.00 2631448  252440   0.77  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:56 AM  1000      9916   13.00    4.00    0.00    0.00   17.00    10    883.00      0.00 2631500  252620   0.77  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:57 AM  1000      9916   15.00    2.00    0.00    0.00   17.00    10   1025.00      0.00 2631544  253472   0.78  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:58 AM  1000      9916   12.00    2.00    0.00    0.00   14.00    14    875.00      0.00 2631580  253636   0.78  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:59 AM  1000      9916   13.00    2.00    0.00    0.00   15.00    14    893.00      0.00 2631612  253684   0.78  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:46:00 AM  1000      9916   11.00    3.00    0.00    0.00   14.00     2   1002.00      0.00 2631644  254212   0.78  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:46:01 AM  1000      9916   11.00    2.00    0.00    0.00   13.00     2    900.00      0.00 2631680  254428   0.78  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:46:02 AM  1000      9916   11.00    3.00    0.00    0.00   14.00     4    957.00      0.00 2631712  254684   0.78  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:46:03 AM  1000      9916   14.00    3.00    0.00    0.00   17.00     6    993.00      0.00 2631752  255160   0.78  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:46:04 AM  1000      9916   16.00    2.00    0.00    0.00   18.00     6   1035.00      0.00 2631796  255508   0.78  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:46:05 AM  1000      9916   17.00    2.00    0.00    0.00   19.00    11   1081.00      0.00 2631848  256264   0.79  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:46:06 AM  1000      9916   17.00    3.00    0.00    0.00   20.00    10   1066.00      0.00 2631904  256728   0.79  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:46:07 AM  1000      9916   19.00    1.00    0.00    0.00   20.00     4   1029.00      0.00 2631964  257040   0.79  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:46:08 AM  1000      9916   16.00    3.00    0.00    0.00   19.00     2   1035.00      0.00 2632024  257236   0.79  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:46:09 AM  1000      9916   13.00    1.00    0.00    0.00   14.00     2   1131.00      0.00 2632048  257776   0.79  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:46:10 AM  1000      9916   15.00    2.00    0.00    0.00   17.00     4   1028.00      0.00 2632072  257988   0.79  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:46:11 AM  1000      9916   13.00    3.00    0.00    0.00   16.00    12   1141.00      0.00 2632100  258432   0.79  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:46:12 AM  1000      9916   13.00    1.00    0.00    0.00   14.00     0   1990.00      0.00 2636060  258644   0.79  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:46:13 AM  1000      9916   10.00    2.00    0.00    0.00   12.00    12   1111.00      0.00 2636084  259080   0.79  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:46:14 AM  1000      9916   11.00    2.00    0.00    0.00   13.00    14   1137.00      0.00 2636108  259572   0.80  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:46:15 AM  1000      9916   11.00    2.00    0.00    0.00   13.00    14   1042.00      0.00 2636132  259620   0.80  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:46:16 AM  1000      9916   13.00    2.00    0.00    0.00   15.00    14   1102.00      0.00 2636156  260220   0.80  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:46:17 AM  1000      9916   14.00    2.00    0.00    0.00   16.00     2   1043.00      0.00 2636184  260272   0.80  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:46:18 AM  1000      9916   13.00    1.00    0.00    0.00   14.00     0   1140.00      0.00 2636208  260520   0.80  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:46:19 AM  1000      9916   13.00    3.00    0.00    0.00   16.00     0   1330.00      0.00 2636232  261792   0.80  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:46:20 AM  1000      9916   14.00    2.00    0.00    0.00   16.00     2   1599.00      0.00 2636292  263984   0.81  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:46:21 AM  1000      9916   13.00    2.00    0.00    0.00   15.00     2   1554.00      0.00 2636808  266076   0.82  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:46:22 AM  1000      9916   13.00    3.00    0.00    0.00   16.00     0   1363.00      0.00 2636872  267012   0.82  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:46:23 AM  1000      9916   18.00    2.00    0.00    0.00   20.00     4   1365.00      0.00 2636932  267896   0.82  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
