Linux 6.8.0-87-generic (jschoi) 	09/15/2026 	_x86_64_	(24 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:47:53 PM  1000   1230802    4.00    2.00    0.00    0.00    6.00     8   3321.00      0.00 2615156  166376   0.51  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:47:54 PM  1000   1230802   19.00    5.00    0.00    0.00   24.00    12   9173.00      0.00 2617208  196800   0.60  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:47:55 PM  1000   1230802   18.00    3.00    0.00    0.00   21.00    10   4217.00      0.00 2617760  212020   0.65  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:47:56 PM  1000   1230802   17.00    3.00    0.00    0.00   20.00     2    993.00      0.00 2617760  214568   0.66  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:47:57 PM  1000   1230802   14.00    4.00    0.00    0.00   18.00     2   1019.00      0.00 2617760  214988   0.66  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:47:58 PM  1000   1230802   19.00    3.00    0.00    0.00   22.00     2   1843.00      0.00 2618080  216504   0.66  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:47:59 PM  1000   1230802   15.00    3.00    0.00    0.00   18.00     4   1715.00      0.00 2618228  216892   0.67  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:48:00 PM  1000   1230802   19.00    3.00    0.00    0.00   22.00     4   1362.00      0.00 2618228  218844   0.67  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:48:01 PM  1000   1230802   20.00    3.00    0.00    0.00   23.00    14   1802.00      0.00 2618228  222100   0.68  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:48:02 PM  1000   1230802   15.00    2.00    0.00    0.00   17.00     4    590.00      0.00 2618236  218824   0.67  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:48:03 PM  1000   1230802   17.00    3.00    0.00    0.00   20.00    14   2073.00      0.00 2618244  224468   0.69  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:48:04 PM  1000   1230802   19.00    2.00    0.00    0.00   21.00     0    375.00      0.00 2618244  226004   0.69  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:48:05 PM  1000   1230802   21.00    2.00    0.00    0.00   23.00     0    928.00      0.00 2620032  221780   0.68  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:48:06 PM  1000   1230802   20.00    2.00    0.00    0.00   22.00     0   1437.00      0.00 2620032  224796   0.69  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:48:07 PM  1000   1230802   22.00    2.00    0.00    0.00   24.00     8    987.00      0.00 2620032  222356   0.68  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:48:08 PM  1000   1230802   20.00    3.00    0.00    0.00   23.00    10   1681.00      0.00 2620032  225312   0.69  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
