Linux 6.8.0-87-generic (jschoi) 	09/15/2026 	_x86_64_	(24 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:29:55 AM  1000    893971   12.00    4.00    0.00    0.00   16.00    10  10080.00      0.00 2616192  187760   0.58  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:29:56 AM  1000    893971   25.00    5.00    0.00    0.00   30.00     2   8132.00      0.00 2617772  213492   0.65  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:29:57 AM  1000    893971   29.00    3.00    0.00    0.00   32.00     2   4895.00      0.00 2616560  221976   0.68  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:29:58 AM  1000    893971   31.00    2.00    0.00    0.00   33.00     2   3990.00      0.00 2616560  229568   0.70  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:29:59 AM  1000    893971   28.00    2.00    0.00    0.00   30.00    10   2234.00      0.00 2616560  231136   0.71  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:30:00 AM  1000    893971   30.00    3.00    0.00    0.00   33.00     8   2624.00      0.00 2616560  230328   0.71  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:30:01 AM  1000    893971   28.00    2.00    0.00    0.00   30.00     2   2479.00      0.00 2617240  228800   0.70  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:30:02 AM  1000    893971   28.00    3.00    0.00    0.00   31.00     6   3544.00      0.00 2618636  229948   0.71  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:30:03 AM  1000    893971   26.00    2.00    0.00    0.00   28.00     8   1602.00      0.00 2618636  230544   0.71  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:30:04 AM  1000    893971   28.00    3.00    0.00    0.00   31.00     8   3539.00      0.00 2618804  230040   0.71  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:30:05 AM  1000    893971   27.00    3.00    0.00    0.00   30.00     7   3299.00      0.00 2618804  232976   0.71  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:30:06 AM  1000    893971   26.00    3.00    0.00    0.00   29.00     7   2772.00      0.00 2618804  235532   0.72  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:30:07 AM  1000    893971   26.00    2.00    0.00    0.00   28.00     7   1357.00      0.00 2618804  236656   0.73  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:30:08 AM  1000    893971   28.00    3.00    0.00    0.00   31.00     7   1003.00      0.00 2618804  234944   0.72  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:30:09 AM  1000    893971   27.00    3.00    0.00    0.00   30.00     7   3455.00      0.00 2618804  235184   0.72  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:30:10 AM  1000    893971   28.00    2.00    0.00    0.00   30.00     7   1693.00      0.00 2618804  235952   0.72  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:30:11 AM  1000    893971   28.00    3.00    0.00    0.00   31.00     6   4057.00      0.00 2616896  237388   0.73  fastlio_mapping

