relative_time,raw_point_count,blind_rejected,front_rejected,front_raw_count,back_raw_count,feats_undistort_size,feats_down_size,eff_feat_num_first,eff_feat_num_last,front_effL,back_effL,front_undist,back_undist,front_down,back_down,front_range_med,back_range_med,t_lambda_min,r_lambda_min,imu_dt_max_ms,imu_count,imu_degraded,lidar_weak_rotation,combined_risk,near_wall,total_time,match_time,solve_time,map_incre_time,kf_update_time,deskew_enable,current_voxel_size
0.000000000,19968,3504,0,11888,8080,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.003162999,nan,nan,nan,nan,0,nan
0.100000858,19968,3464,0,11775,8193,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.404088974,20,0.000000000,nan,nan,nan,0.126312001,nan,nan,nan,nan,0,nan
0.199992180,19968,3581,0,11944,8024,16383,2004,nan,nan,nan,nan,8362,8021,1282,722,2.287126700,1.626246594,nan,nan,7.459878922,10,0.000000000,nan,nan,0.000000000,8.136853001,nan,nan,nan,nan,0,0.200000000
0.302307367,19776,3505,0,11814,7962,16267,1996,1896,1893,1213,680,8307,7960,1286,710,2.299225310,1.622240320,534.933801597,2162.483232008,7.263422012,23,0.000000000,nan,nan,0.000000000,31.091030000,19.659330002,0.555032999,1.501265999,21.553230001,0,0.200000000
0.399645567,20256,3568,0,11983,8273,16684,1992,1700,1702,1095,607,8415,8269,1259,733,2.285887334,1.617683834,448.733032966,2041.796912557,7.358789444,22,0.000000000,nan,nan,0.000000000,25.482141000,15.367267997,0.375556001,0.440489001,16.769791000,0,0.200000000
0.500040054,20064,3631,0,12081,7983,16429,2016,1572,1576,1020,556,8446,7983,1304,712,2.283118477,1.619843537,383.980410531,2090.098220419,7.418155670,23,0.000000000,nan,nan,0.000000000,14.686580000,5.820558001,0.224437999,0.384106999,6.556339000,0,0.200000000
0.602460861,19968,3494,0,11957,8011,16470,2030,1515,1520,982,538,8459,8011,1311,719,2.300368217,1.632385051,391.719613407,1919.799889856,8.699655533,23,0.000000000,nan,nan,0.000000000,25.796775000,15.951478003,0.343870999,0.235715999,17.279962000,0,0.200000000
0.699900150,19968,3641,0,12003,7965,16323,2083,1550,1550,1000,550,8358,7965,1367,716,2.334107410,1.605763407,371.347279120,2101.873684438,7.367372513,19,0.000000000,nan,nan,0.000000000,26.155862000,16.486104001,0.317365999,0.308503000,17.720481001,0,0.200000000
0.799919605,20064,3483,0,12000,8064,16577,2016,1463,1461,934,527,8513,8064,1297,719,2.272206420,1.611554946,379.931787667,1751.069748860,6.242275238,18,0.000000000,nan,nan,0.000000000,21.169657000,12.535665001,0.232978999,0.222524000,13.508316000,0,0.200000000
0.900049210,19968,3690,0,12031,7937,16274,2032,1450,1454,954,500,8337,7937,1331,701,2.335450653,1.597549012,350.750081528,1894.837826484,5.984306335,17,0.000000000,nan,nan,0.000000000,33.923993000,23.629142997,0.560931998,0.389728000,25.951723001,0,0.200000000
1.000239134,20064,3465,0,11804,8260,16595,2015,1381,1384,907,477,8337,8258,1314,701,2.324205862,1.532788821,348.842101500,1623.381307584,6.888389587,24,0.000000000,nan,nan,0.000000000,28.412944999,18.506941000,0.367321001,0.433699999,19.804422000,0,0.200000000
