relative_time,raw_point_count,blind_rejected,front_rejected,front_raw_count,back_raw_count,feats_undistort_size,feats_down_size,eff_feat_num_first,eff_feat_num_last,front_effL,back_effL,front_undist,back_undist,front_down,back_down,front_range_med,back_range_med,t_lambda_min,r_lambda_min,imu_dt_max_ms,imu_count,imu_degraded,lidar_weak_rotation,combined_risk,near_wall,total_time,match_time,solve_time,map_incre_time,kf_update_time,deskew_enable,current_voxel_size
0.000000000,19968,6256,0,13130,6838,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.777331006,nan,nan,nan,nan,0,nan
0.100137234,19968,6024,0,13130,6838,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104.689121246,6,1.000000000,nan,nan,nan,0.071319984,nan,nan,nan,nan,0,nan
0.199915648,19968,6224,0,13150,6818,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.246494293,9,0.000000000,nan,nan,nan,0.194505003,nan,nan,nan,nan,0,nan
0.299815893,19872,5996,0,13078,6794,13872,958,nan,nan,nan,nan,7081,6791,476,482,1.401368990,1.003225286,nan,nan,6.839036942,21,0.000000000,nan,nan,0.000000000,3.932042979,nan,nan,nan,nan,0,0.200000000
0.399779558,20160,6225,0,13293,6867,13931,930,885,884,439,445,7065,6866,462,468,1.418056777,0.971913047,224.625843986,376.597277230,5.967378616,27,0.000000000,nan,nan,1.000000000,14.099196007,6.227317033,0.231244019,0.906948990,7.102069008,0,0.200000000
0.499836206,19968,5932,0,13111,6857,14032,961,758,757,412,345,7175,6857,485,476,1.391960484,0.995358228,221.826078250,430.074896138,9.006500244,14,0.000000000,nan,nan,1.000000000,19.002279005,9.963131015,0.384022947,0.471759995,11.454193009,0,0.200000000
0.600310326,20064,5889,0,13144,6920,14171,949,673,671,375,296,7251,6920,465,484,1.374474750,0.979963788,198.110706780,416.747997676,6.275177002,20,0.000000000,nan,nan,1.000000000,16.471893992,7.880583988,0.207971985,0.387576991,8.832893014,0,0.200000000
0.699967623,19872,5798,0,12954,6918,14070,961,609,609,363,246,7152,6918,478,483,1.397505089,0.976226905,181.171438546,385.417129367,6.457328796,20,0.000000000,nan,nan,1.000000000,18.020214979,10.500105971,0.289953023,0.312885008,11.831722019,0,0.200000000
0.800170183,20064,5856,0,13127,6937,14204,961,631,632,366,266,7267,6937,472,489,1.380152163,0.979957658,170.064347148,421.716977376,6.221055984,16,0.000000000,nan,nan,1.000000000,16.307610000,9.273189964,0.220621965,0.236544991,10.274949018,0,0.200000000
0.899845362,20064,5989,0,13144,6920,14071,955,607,611,351,260,7151,6920,472,483,1.393314372,0.977125621,163.581050169,369.750157229,6.416559219,28,0.000000000,nan,nan,1.000000000,17.606250010,10.206038016,0.244329975,0.273172976,11.322892999,0,0.200000000
1.000076532,20064,5855,0,13142,6922,14205,973,611,618,365,253,7283,6922,476,497,1.381317117,1.005326564,177.168886078,392.603583771,10.268926620,17,0.000000000,nan,nan,0.000000000,17.598117993,10.305606032,0.277474959,0.226170989,11.438882007,0,0.200000000
1.099958897,19968,6123,0,13080,6888,13841,955,623,616,361,255,6957,6884,471,484,1.426080291,1.004325132,161.391681261,378.552088815,9.189367294,28,0.000000000,nan,nan,0.000000000,17.562911002,9.997084941,0.231411017,0.197743997,11.023338011,0,0.200000000
1.199954510,19872,6020,0,13139,6733,13848,962,619,621,357,264,7115,6733,475,487,1.408092670,0.997052174,162.252709504,374.675155013,7.622003555,11,0.000000000,nan,nan,1.000000000,4.175217007,2.495803026,0.066996989,0.092126982,2.797929017,0,0.200000000
1.300403833,20064,6099,0,13090,6974,13961,970,612,603,342,261,6991,6970,473,497,1.418628618,0.988738931,161.236498812,384.143296128,8.069515228,28,0.000000000,nan,nan,1.000000000,19.069018017,11.112340959,0.306175003,0.239068992,12.435309996,0,0.200000000
1.399882317,20064,6205,0,13272,6792,13855,966,598,604,345,259,7067,6788,473,493,1.382437687,0.984245133,160.364638554,379.572218490,7.719278336,19,0.000000000,nan,nan,1.000000000,16.260543984,9.051734029,0.217110995,0.140288001,10.075339989,0,0.200000000
1.499976397,19104,5963,0,12766,6338,13137,939,585,590,336,254,6799,6338,460,479,1.416072385,1.001242739,147.229658966,363.744670461,6.796836853,22,0.000000000,nan,nan,0.000000000,16.630063008,9.558972990,0.226719014,0.162343989,10.477242991,0,0.200000000
1.598354578,20832,6472,0,13708,7124,14356,972,604,605,341,264,7232,7124,472,500,1.372883231,0.976842349,168.930538297,369.506121497,5.939483643,4,0.000000000,nan,nan,1.000000000,11.699751980,7.025114028,0.186719932,0.168286002,7.891547983,0,0.200000000
1.699889421,19584,5955,0,12907,6677,13625,942,578,575,330,245,6948,6677,459,483,1.399221215,1.000140002,145.508294010,346.764510932,6.421804428,23,0.000000000,nan,nan,0.000000000,13.685256999,8.128069021,0.179703988,0.159321004,8.882092981,0,0.200000000
1.801351070,20256,6322,0,13467,6789,13930,938,565,568,330,238,7145,6785,468,470,1.399520648,0.952151795,141.881355198,331.082620162,8.863925934,28,0.000000000,nan,nan,1.000000000,18.639785005,11.186131975,0.241813977,0.174846995,12.335389009,0,0.200000000
1.899925470,20160,6034,0,13431,6729,14122,942,580,576,335,241,7393,6729,463,479,1.388429339,0.968511206,159.296842449,335.005860496,6.079673767,21,0.000000000,nan,nan,1.000000000,10.207699990,3.655255015,0.100655976,0.302945002,4.125010979,0,0.200000000
1.999880314,19968,6181,0,13237,6731,13783,942,558,564,336,228,7052,6731,475,467,1.400384749,0.955221986,146.281256399,309.828595341,8.414983749,24,0.000000000,nan,nan,1.000000000,11.258479994,6.770518987,0.187600963,0.133368012,7.569701003,0,0.200000000
2.099810362,20064,5930,0,13122,6942,14130,939,564,560,331,229,7190,6940,461,478,1.371041781,0.999667385,140.804925846,294.183108901,8.821249008,19,0.000000000,nan,nan,1.000000000,4.160423006,2.364599000,0.061965053,0.071786984,2.640649007,0,0.200000000
2.199985743,19776,5993,0,13030,6746,13779,936,551,556,337,219,7037,6742,471,465,1.403504893,1.017640412,135.143289432,298.504904574,6.773471832,4,0.000000000,nan,nan,0.000000000,3.991223988,2.361826017,0.062960986,0.067426998,2.638811013,0,0.200000000
2.298672438,20160,5689,0,12891,7269,14467,947,556,558,323,235,7202,7265,458,489,1.373032415,1.043168739,140.121751526,286.875392486,8.682489395,34,0.000000000,nan,nan,0.000000000,17.808714998,10.270297003,0.269227981,0.138850010,11.325981992,0,0.200000000
2.400475025,20064,5857,0,12917,7147,14203,943,553,555,328,227,7060,7143,462,481,1.395350148,1.029765484,142.041711855,286.583128939,6.199836731,21,0.000000000,nan,nan,0.000000000,5.993753992,3.816996963,0.103118015,0.111706991,4.311541998,0,0.200000000
2.500132084,20064,5720,0,13013,7051,14340,928,542,546,313,233,7289,7051,442,486,1.361390860,1.034522567,138.252797708,280.988338235,5.520582199,5,0.000000000,nan,nan,0.000000000,13.591996016,7.189594005,0.176711008,0.135039998,7.901696983,0,0.200000000
2.600234270,19872,5857,0,12915,6957,14011,918,543,544,326,218,7054,6957,462,456,1.385569565,1.017078640,134.248679547,299.850068822,8.306026459,19,0.000000000,nan,nan,0.000000000,18.391958001,8.681215986,0.175926019,0.113040995,9.467708005,0,0.200000000
2.699808598,20064,5855,0,13276,6788,14205,925,532,534,323,211,7417,6788,459,466,1.374968738,0.918174016,140.504660034,272.184103416,6.696939468,36,0.000000000,nan,nan,1.000000000,9.624383005,3.820485028,0.059026002,0.042424013,4.091789015,0,0.200000000
2.800109625,19968,6099,0,13298,6670,13865,867,495,495,317,178,7195,6670,447,420,1.379141717,0.818431722,123.519897593,246.407033145,8.401155472,21,0.000000000,nan,nan,1.000000000,14.860091993,8.152524999,0.160882977,0.113866990,8.879720990,0,0.200000000
2.899828196,19968,6214,0,13485,6483,13750,880,502,497,327,170,7267,6483,459,421,1.376734201,0.792011350,136.960784510,216.431911533,5.860090256,21,0.000000000,nan,nan,1.000000000,15.941580001,9.234361991,0.213432009,0.116487994,10.164472013,0,0.200000000
2.999941587,20064,6421,0,13585,6479,13639,843,484,486,325,161,7160,6479,467,376,1.363998878,0.779150191,130.946395507,186.314901147,7.403850555,18,0.000000000,nan,nan,1.000000000,4.624512017,2.388866997,0.057907018,0.043050997,2.654313983,0,0.200000000
3.100046873,20064,6648,0,13812,6252,13412,814,481,478,324,154,7162,6250,460,354,1.366863928,0.764182558,128.943597373,169.729480393,7.011175156,20,0.000000000,nan,nan,1.000000000,6.347421993,3.082371986,0.073462987,0.049603987,3.421797999,0,0.200000000
3.199937582,19872,6713,0,13931,5941,13155,772,466,465,322,143,7215,5940,464,308,1.363071908,0.738439214,130.994813662,152.025786863,6.281137466,3,0.000000000,nan,nan,1.000000000,4.383899999,2.480840019,0.058455975,0.039988023,2.738234994,0,0.200000000
3.299787998,20064,7135,0,14216,5848,12925,767,462,458,327,131,7078,5847,463,304,1.376383481,0.722274885,137.995501905,138.577609238,9.308338165,38,0.000000000,nan,nan,1.000000000,9.558246005,5.585418956,0.151690008,0.064732012,6.232107000,0,0.200000000
3.399962425,20064,7091,0,14367,5697,12969,774,455,460,332,128,7272,5697,474,300,1.351343009,0.729450503,136.683549797,125.955719197,5.830764771,5,0.000000000,nan,nan,1.000000000,13.510215998,8.411845018,0.212984014,0.132816000,9.416340006,0,0.200000000
3.500070810,19872,6893,0,13962,5910,12975,809,452,453,316,137,7065,5910,461,348,1.373906478,0.739260437,130.259731633,123.558416439,6.244897842,19,0.000000000,nan,nan,1.000000000,7.570696995,3.601561009,0.084629020,0.052726973,4.002937989,0,0.200000000
3.599838972,20064,6803,0,14159,5905,13257,839,470,466,329,137,7352,5905,476,363,1.371247061,0.755969579,145.008634030,121.647887397,9.242773056,35,0.000000000,nan,nan,1.000000000,8.125107997,3.758706007,0.060600054,0.038300001,3.996567015,0,0.200000000
3.700121641,19968,6859,0,13975,5993,13105,855,473,471,316,155,7112,5993,467,388,1.411701432,0.756261203,138.984601922,137.729463836,6.670236588,22,0.000000000,nan,nan,1.000000000,14.121118991,7.821894978,0.152806984,0.100823992,8.555125998,0,0.200000000
