Linux 6.8.0-87-generic (jschoi) 	09/06/2026 	_x86_64_	(24 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:31:11 AM  1000   1518505    2.00    3.00    0.00    0.00    5.00     1   3935.00      0.00 2593936  162344   0.50  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:31:12 AM  1000   1518505   24.00    4.00    0.00    0.00   28.00     8   8590.00      0.00 2596808  194444   0.60  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:31:13 AM  1000   1518505   20.00    4.00    0.00    0.00   24.00     0   3727.00      0.00 2596856  203504   0.62  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:31:14 AM  1000   1518505   20.00    1.00    0.00    0.00   21.00     2   1638.00      0.00 2596856  206516   0.63  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:31:15 AM  1000   1518505   20.00    3.00    0.00    0.00   23.00     2    754.00      0.00 2596856  208160   0.64  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:31:16 AM  1000   1518505   20.00    3.00    0.00    0.00   23.00    10   1312.00      0.00 2595560  205784   0.63  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:31:17 AM  1000   1518505   22.00    2.00    0.00    0.00   24.00     6    948.00      0.00 2595560  209240   0.64  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:31:18 AM  1000   1518505   17.00    2.00    0.00    0.00   19.00     4   1165.00      0.00 2595560  213848   0.66  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:31:19 AM  1000   1518505   20.00    2.00    0.00    0.00   22.00    14    773.00      0.00 2596896  216728   0.66  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:31:20 AM  1000   1518505   21.00    2.00    0.00    0.00   23.00    12   1102.00      0.00 2596896  215784   0.66  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:31:21 AM  1000   1518505   20.00    3.00    0.00    0.00   23.00    12   1522.00      0.00 2596896  211268   0.65  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:31:22 AM  1000   1518505   21.00    2.00    0.00    0.00   23.00    12   2256.00      0.00 2596896  207716   0.64  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:31:23 AM  1000   1518505   21.00    4.00    0.00    0.00   25.00     0   3443.00      0.00 2597764  214044   0.66  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:31:24 AM  1000   1518505   23.00    1.00    0.00    0.00   24.00     4    841.00      0.00 2597764  215128   0.66  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:31:25 AM  1000   1518505   21.00    2.00    0.00    0.00   23.00     6   1433.00      0.00 2597764  214752   0.66  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:31:26 AM  1000   1518505   23.00    3.00    0.00    0.00   26.00     6   1755.00      0.00 2598024  216656   0.66  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
