Linux 6.8.0-87-generic (jschoi) 	09/08/2026 	_x86_64_	(24 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:58:35 AM  1000   3014045    6.00    3.00    0.00    0.00    9.00     9   4501.00      0.00 2594924  163688   0.50  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:58:36 AM  1000   3014045   26.00    2.00    0.00    0.00   28.00     9   8008.00      0.00 2597252  188528   0.58  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:58:37 AM  1000   3014045   27.00    2.00    0.00    0.00   29.00     9   4743.00      0.00 2598224  198020   0.61  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:58:38 AM  1000   3014045   27.00    3.00    0.00    0.00   30.00     9   3200.00      0.00 2598228  203948   0.63  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:58:39 AM  1000   3014045   27.00    2.00    0.00    0.00   29.00     9   3039.00      0.00 2598228  199480   0.61  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:58:40 AM  1000   3014045   31.00    2.00    0.00    0.00   33.00     9   1903.00      0.00 2598228  199300   0.61  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:58:41 AM  1000   3014045   21.00    2.00    0.00    0.00   23.00     8   3748.00      0.00 2598556  203552   0.62  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:58:42 AM  1000   3014045   31.00    3.00    0.00    0.00   34.00     9   3306.00      0.00 2598556  202864   0.62  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:58:43 AM  1000   3014045   28.00    3.00    0.00    0.00   31.00     4   3360.00      0.00 2598556  200264   0.61  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:58:44 AM  1000   3014045   26.00    2.00    0.00    0.00   28.00     2   4160.00      0.00 2598556  202700   0.62  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:58:45 AM  1000   3014045   27.00    3.00    0.00    0.00   30.00     2   3926.00      0.00 2598556  207308   0.64  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:58:46 AM  1000   3014045   23.00    3.00    0.00    0.00   26.00     4   3550.00      0.00 2599072  209292   0.64  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:58:47 AM  1000   3014045   25.00    2.00    0.00    0.00   27.00     2   3244.00      0.00 2599296  209812   0.64  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:58:48 AM  1000   3014045   27.00    2.00    0.00    0.00   29.00     6   3209.00      0.00 2599296  209316   0.64  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:58:49 AM  1000   3014045   28.00    3.00    0.00    0.00   31.00    10   3275.00      0.00 2601192  218508   0.67  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:58:50 AM  1000   3014045   28.00    1.00    0.00    0.00   29.00     4   1411.00      0.00 2600232  222072   0.68  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
