relative_time,raw_point_count,blind_rejected,front_rejected,front_raw_count,back_raw_count,feats_undistort_size,feats_down_size,eff_feat_num_first,eff_feat_num_last,front_effL,back_effL,front_undist,back_undist,front_down,back_down,front_range_med,back_range_med,t_lambda_min,r_lambda_min,imu_dt_max_ms,imu_count,imu_degraded,lidar_weak_rotation,combined_risk,near_wall,total_time,match_time,solve_time,map_incre_time,kf_update_time,deskew_enable,current_voxel_size
0.000000000,19968,2977,0,11961,8007,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002544024,nan,nan,nan,nan,1,nan
0.099001169,20064,3216,0,12088,7976,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.266117096,18,0.000000000,nan,nan,nan,0.144916994,nan,nan,nan,nan,1,nan
0.199111462,19968,3044,0,12000,7968,16920,489,nan,nan,nan,nan,9018,7902,305,184,2.476466700,1.884571631,nan,nan,8.145332336,21,0.000000000,nan,nan,0.000000000,7.152238977,nan,nan,nan,nan,1,0.500000000
0.299040556,20064,3261,0,12148,7916,16799,499,313,311,186,125,8942,7857,309,190,2.483622177,1.802979064,69.742300609,328.304736663,7.922887802,19,0.000000000,nan,nan,0.000000000,17.762953998,6.287611963,0.158767973,0.949059031,7.133929001,1,0.500000000
0.399035692,19968,3188,0,12000,7968,16776,491,293,290,175,115,8873,7903,299,192,2.476584604,1.864045462,69.126758932,335.531505088,7.870197296,22,0.000000000,nan,nan,0.000000000,8.736732998,2.641768020,0.031834992,0.185612997,2.814460022,1,0.500000000
0.499911547,20064,3227,0,11983,8081,16833,491,286,284,172,112,8846,7987,299,192,2.490720916,1.796694882,60.946546371,319.687626972,7.315158844,18,0.000000000,nan,nan,0.000000000,7.988350000,1.424250018,0.030963973,0.142394972,1.596978982,1,0.500000000
0.599087477,19968,3275,0,12018,7950,16689,485,273,267,159,108,8828,7861,296,189,2.477838827,1.831692682,55.588515947,309.394873894,9.237766266,22,0.000000000,nan,nan,0.000000000,17.668034998,6.636351987,0.146220962,0.588402036,7.434464991,1,0.500000000
0.699386597,20064,3306,0,12043,8021,16754,494,280,281,172,109,8820,7934,306,188,2.482136784,1.823584210,59.603162087,390.406343592,7.504940033,18,0.000000000,nan,nan,0.000000000,13.954569993,4.101212020,0.078410958,0.375790987,4.540112044,1,0.500000000
0.799233675,19968,3348,0,12085,7883,16616,483,282,282,170,112,8804,7812,298,185,2.483734481,1.817476592,59.133707672,349.655272748,7.988452911,22,0.000000000,nan,nan,0.000000000,9.202807036,1.375394058,0.030100113,0.151489978,1.545478997,1,0.500000000
0.898989677,19968,3214,0,12049,7919,16750,496,280,280,173,107,8908,7842,307,189,2.490245425,1.777551326,60.646544701,335.672164629,5.773305893,20,0.000000000,nan,nan,0.000000000,9.244800021,1.381854992,0.029421004,0.086229004,1.554361021,1,0.500000000
1.001548529,19680,3322,0,11986,7694,16354,489,268,270,158,112,8720,7634,301,188,2.532625204,1.766671023,52.673451558,343.338256461,5.585670471,6,0.000000000,nan,nan,0.000000000,9.169454977,1.389940968,0.028369017,0.123017002,1.550486020,1,0.500000000
1.099423885,20448,3191,0,12469,7979,17253,494,283,283,167,116,9347,7906,307,187,2.435721961,1.792192743,58.856398021,346.423602867,8.004426956,33,0.000000000,nan,nan,0.000000000,9.262638981,1.415742969,0.029443065,0.127123960,1.587076986,1,0.500000000
