Linux 6.8.0-87-generic (jschoi) 	09/04/2026 	_x86_64_	(24 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:13:14 PM  1000     72346    3.00    3.00    0.00    0.00    6.00     4   6660.00      0.00 2471320  175928   0.54  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:13:15 PM  1000     72346    5.00    5.00    0.00    0.00   10.00     0   5988.00      0.00 2531812  185692   0.57  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:13:16 PM  1000     72346    4.00    3.00    0.00    0.00    7.00     6     93.00      0.00 2531064  185512   0.57  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:13:17 PM  1000     72346   11.00    2.00    0.00    0.00   13.00     6   5610.00      0.00 2597256  206932   0.63  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:13:18 PM  1000     72346   15.00    2.00    0.00    0.00   17.00     6   2090.00      0.00 2599264  214996   0.66  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:13:19 PM  1000     72346   23.00    0.00    0.00    0.00   23.00     0   1971.00      0.00 2599264  222676   0.68  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:13:20 PM  1000     72346   24.00    1.00    0.00    0.00   25.00     6   2696.00      0.00 2599684  222776   0.68  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:13:21 PM  1000     72346   18.00    1.00    0.00    0.00   19.00     8   2934.00      0.00 2599684  231304   0.71  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:13:22 PM  1000     72346   16.00    3.00    0.00    0.00   19.00     6   1443.00      0.00 2599684  217060   0.67  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:13:23 PM  1000     72346   10.00    1.00    0.00    0.00   11.00     6   2564.00      0.00 2599684  227044   0.70  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:13:24 PM  1000     72346   22.00    1.00    0.00    0.00   23.00    10   2804.00      0.00 2600068  233680   0.72  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:13:25 PM  1000     72346   18.00    2.00    0.00    0.00   20.00    10   2451.00      0.00 2600068  233068   0.71  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:13:26 PM  1000     72346   21.00    2.00    0.00    0.00   23.00     8   3234.00      0.00 2600072  230964   0.71  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:13:27 PM  1000     72346   22.00    1.00    0.00    0.00   23.00    12   2961.00      0.00 2600072  226852   0.70  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:13:28 PM  1000     72346   16.00    3.00    0.00    0.00   19.00     8   4349.00      0.00 2601276  228868   0.70  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:13:29 PM  1000     72346   24.00    2.00    0.00    0.00   26.00    12   3614.00      0.00 2601396  233300   0.72  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:13:30 PM  1000     72346   23.00    3.00    0.00    0.00   26.00    12   4415.00      0.00 2604140  235668   0.72  fastlio_mapping

