relative_time,raw_point_count,blind_rejected,front_rejected,front_raw_count,back_raw_count,feats_undistort_size,feats_down_size,eff_feat_num_first,eff_feat_num_last,front_effL,back_effL,front_undist,back_undist,front_down,back_down,front_range_med,back_range_med,t_lambda_min,r_lambda_min,imu_dt_max_ms,imu_count,imu_degraded,lidar_weak_rotation,combined_risk,near_wall,total_time,match_time,solve_time,map_incre_time,kf_update_time,deskew_enable,current_voxel_size
0.000000000,19968,2977,0,11961,8007,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.004139962,nan,nan,nan,nan,0,nan
0.099001169,20064,3216,0,12088,7976,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.266117096,18,0.000000000,nan,nan,nan,0.169721025,nan,nan,nan,nan,0,nan
0.199111462,19968,3044,0,12000,7968,16920,730,nan,nan,nan,nan,9021,7899,464,266,2.475963039,1.887692803,nan,nan,8.145332336,21,0.000000000,nan,nan,0.000000000,7.083526987,nan,nan,nan,nan,0,0.400000000
0.299040556,20064,3261,0,12148,7916,16799,734,539,535,327,208,8947,7852,460,274,2.483530569,1.803204944,149.991388512,544.132988258,7.922887802,19,0.000000000,nan,nan,0.000000000,18.110912992,9.087387007,0.236731023,1.077438996,10.192390007,0,0.400000000
0.399035692,19968,3188,0,12000,7968,16776,735,481,484,305,179,8877,7899,461,274,2.475144609,1.864219349,125.828089609,622.211161596,7.870197296,22,0.000000000,nan,nan,0.000000000,12.192691036,2.275698993,0.053430907,0.224689022,2.539032954,0,0.400000000
0.499911547,20064,3227,0,11983,8081,16833,734,452,453,283,170,8823,8010,458,276,2.491915301,1.792369272,121.191646230,537.957268138,7.315158844,18,0.000000000,nan,nan,0.000000000,17.227100034,8.632351935,0.163163000,0.588055002,9.463557974,0,0.400000000
0.599087477,19968,3275,0,12018,7950,16689,720,427,428,276,152,8811,7878,450,270,2.479140737,1.833312286,108.635847681,511.827042806,9.237766266,22,0.000000000,nan,nan,0.000000000,6.316200015,2.878105966,0.069624046,0.319051032,3.222942993,0,0.400000000
0.699386597,20064,3306,0,12043,8021,16754,733,442,443,285,158,8811,7943,460,273,2.481367583,1.825072917,112.526155549,552.527324584,7.504940033,18,0.000000000,nan,nan,0.000000000,9.096625028,2.599828062,0.047124922,0.139597047,2.820486028,0,0.400000000
0.799233675,19968,3348,0,12085,7883,16616,730,423,424,266,158,8801,7815,459,271,2.484101891,1.818750468,98.218287030,552.976360377,7.988452911,22,0.000000000,nan,nan,0.000000000,16.626772995,8.144758991,0.124062004,0.597755017,8.840933035,0,0.400000000
0.898989677,19968,3214,0,12049,7919,16750,748,422,425,271,154,8907,7843,476,272,2.490995087,1.776614988,98.319412687,538.785872178,5.773305893,20,0.000000000,nan,nan,0.000000000,17.814489023,8.552027983,0.176017988,0.318546023,9.394320950,0,0.400000000
1.001548529,19680,3322,0,11986,7694,16354,735,427,425,265,160,8727,7627,465,270,2.531835316,1.767251755,93.947885080,546.554652639,5.585670471,6,0.000000000,nan,nan,0.000000000,17.395283969,9.131530009,0.183384051,0.380970014,9.979731985,0,0.400000000
