Linux 6.8.0-87-generic (jschoi) 	09/08/2026 	_x86_64_	(24 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:09 AM  1000   2997073    6.00    3.00    0.00    0.00    9.00    12   4603.00      0.00 2595824  163804   0.50  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:10 AM  1000   2997073   24.00    3.00    0.00    0.00   27.00     4   7363.00      0.00 2596672  185144   0.57  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:11 AM  1000   2997073   21.00    3.00    0.00    0.00   24.00     6   4249.00      0.00 2597592  198692   0.61  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:12 AM  1000   2997073   22.00    3.00    0.00    0.00   25.00     6   3047.00      0.00 2597600  202840   0.62  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:13 AM  1000   2997073   24.00    2.00    0.00    0.00   26.00    12   1545.00      0.00 2597600  205324   0.63  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:14 AM  1000   2997073   21.00    2.00    0.00    0.00   23.00    14   1194.00      0.00 2597600  204040   0.63  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:15 AM  1000   2997073   21.00    3.00    0.00    0.00   24.00    14   1958.00      0.00 2597600  209532   0.64  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:16 AM  1000   2997073   25.00    2.00    0.00    0.00   27.00     2   1450.00      0.00 2597600  204612   0.63  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:17 AM  1000   2997073   20.00    3.00    0.00    0.00   23.00     4   2304.00      0.00 2597940  208520   0.64  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:18 AM  1000   2997073   21.00    2.00    0.00    0.00   23.00     6   1768.00      0.00 2596696  209284   0.64  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:19 AM  1000   2997073   22.00    2.00    0.00    0.00   24.00     6   1544.00      0.00 2597476  208148   0.64  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:20 AM  1000   2997073   22.00    2.00    0.00    0.00   24.00    10   1314.00      0.00 2598108  210192   0.64  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:21 AM  1000   2997073   23.00    2.00    0.00    0.00   25.00     6    675.00      0.00 2598308  205556   0.63  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:22 AM  1000   2997073   21.00    2.00    0.00    0.00   23.00     6   2695.00      0.00 2598308  212848   0.65  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:23 AM  1000   2997073   21.00    3.00    0.00    0.00   24.00    12   3106.00      0.00 2600000  211020   0.65  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:45:24 AM  1000   2997073   21.00    3.00    0.00    0.00   24.00    12   4297.00      0.00 2600000  214324   0.66  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
