relative_time,raw_point_count,blind_rejected,front_rejected,front_raw_count,back_raw_count,feats_undistort_size,feats_down_size,eff_feat_num_first,eff_feat_num_last,front_effL,back_effL,front_undist,back_undist,front_down,back_down,front_range_med,back_range_med,t_lambda_min,r_lambda_min,imu_dt_max_ms,imu_count,imu_degraded,lidar_weak_rotation,combined_risk,near_wall,total_time,match_time,solve_time,map_incre_time,kf_update_time,deskew_enable,current_voxel_size
0.000000000,19968,2977,0,11961,8007,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.005594979,nan,nan,nan,nan,1,nan
0.099001169,20064,3216,0,12088,7976,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.266117096,18,0.000000000,nan,nan,nan,0.118910975,nan,nan,nan,nan,1,nan
0.199111462,19968,3044,0,12000,7968,16920,489,nan,nan,nan,nan,9018,7902,305,184,2.476466700,1.884571631,nan,nan,8.145332336,21,0.000000000,nan,nan,0.000000000,6.806213001,nan,nan,nan,nan,1,0.500000000
0.299040556,20064,3261,0,12148,7916,16799,499,313,311,186,125,8942,7857,309,190,2.483622177,1.802979064,69.742300609,328.304736668,7.922887802,19,0.000000000,nan,nan,0.000000000,12.768723012,4.126791959,0.141633966,0.943588966,4.928292998,1,0.500000000
0.399035692,19968,3188,0,12000,7968,16776,491,293,290,175,115,8873,7903,299,192,2.476584808,1.864045432,69.126758929,335.508432448,7.870197296,22,0.000000000,nan,nan,0.000000000,16.887395992,6.203580997,0.137507974,0.660566031,6.951337971,1,0.500000000
0.499911547,20064,3227,0,11983,8081,16833,491,285,284,172,112,8845,7988,299,192,2.490997373,1.796531800,60.973765320,318.908866798,7.315158844,18,0.000000000,nan,nan,0.000000000,8.875027997,1.757710997,0.030641968,0.147404033,1.926149998,1,0.500000000
0.599087477,19968,3275,0,12018,7950,16689,485,272,266,157,109,8829,7860,296,189,2.477878263,1.831989434,55.720891743,306.383905831,9.237766266,22,0.000000000,nan,nan,0.000000000,15.335058968,6.061240972,0.117332034,0.411462970,6.708244968,1,0.500000000
0.699386597,20064,3306,0,12043,8021,16754,495,282,283,172,111,8824,7930,307,188,2.481764319,1.823734455,60.522927776,392.512341804,7.504940033,18,0.000000000,nan,nan,0.000000000,10.671688011,3.950980026,0.087972963,0.510159007,4.442947975,1,0.500000000
0.799233675,19968,3348,0,12085,7883,16616,483,285,282,169,113,8806,7810,299,184,2.483055022,1.817018434,60.584681441,354.067684709,7.988452911,22,0.000000000,nan,nan,0.000000000,17.240281973,6.040955021,0.130362052,0.573143945,6.775149028,1,0.500000000
0.898989677,19968,3214,0,12049,7919,16750,496,278,280,173,107,8911,7839,307,189,2.490048280,1.777333500,60.751732144,333.356537837,5.773305893,20,0.000000000,nan,nan,0.000000000,14.738806989,4.911985947,0.102739956,0.266502029,5.473358033,1,0.500000000
1.001548529,19680,3322,0,11986,7694,16354,489,268,273,159,114,8718,7636,301,188,2.533044728,1.766806544,53.634418748,348.643928141,5.585670471,6,0.000000000,nan,nan,0.000000000,16.620379000,6.944363995,0.140527030,0.569560973,7.715336978,1,0.500000000
1.099423885,20448,3191,0,12469,7979,17253,494,284,284,168,116,9347,7906,307,187,2.435781741,1.792218708,57.247305104,343.136196632,8.004426956,33,0.000000000,nan,nan,0.000000000,17.861225002,6.280411966,0.147648912,0.561031979,7.193847036,1,0.500000000
1.200621128,20064,3469,0,12273,7791,16591,490,277,278,163,115,8867,7724,304,186,2.506947931,1.753693533,55.070181423,327.830842136,6.994009018,18,0.000000000,nan,nan,0.000000000,9.235746984,1.450712967,0.029518967,0.126516970,1.616680005,1,0.500000000
1.298993111,19776,2827,0,11873,7903,16945,493,273,270,162,108,9114,7831,308,185,2.469654449,1.778005314,57.964972534,343.696366682,6.553649902,21,0.000000000,nan,nan,0.000000000,18.544173974,7.495130994,0.145096972,0.475698966,8.365989022,1,0.500000000
1.399050474,20256,3460,0,12437,7819,16792,489,270,271,166,105,9041,7751,305,184,2.469840355,1.777699585,58.861146172,314.053551520,7.626533508,14,0.000000000,nan,nan,0.000000000,13.339890051,4.226584977,0.082654005,0.140130986,4.678417987,1,0.500000000
1.500370502,19488,2734,0,11628,7860,16750,493,265,265,167,98,8953,7797,310,183,2.503456040,1.787234766,62.175687069,316.460689597,7.523536682,27,0.000000000,nan,nan,0.000000000,16.587910010,6.067462964,0.109955028,0.221839000,6.705341977,1,0.500000000
1.598991871,20160,3453,0,12585,7575,16703,495,271,272,162,110,9194,7509,308,187,2.443167963,1.778031593,65.890232652,316.901079448,7.610082626,15,0.000000000,nan,nan,0.000000000,14.920338988,4.739748954,0.085530046,0.152335968,5.236466008,1,0.500000000
