relative_time,raw_point_count,blind_rejected,front_rejected,front_raw_count,back_raw_count,feats_undistort_size,feats_down_size,eff_feat_num_first,eff_feat_num_last,front_effL,back_effL,front_undist,back_undist,front_down,back_down,front_range_med,back_range_med,t_lambda_min,r_lambda_min,imu_dt_max_ms,imu_count,imu_degraded,lidar_weak_rotation,combined_risk,near_wall,total_time,match_time,solve_time,map_incre_time,kf_update_time,deskew_enable,current_voxel_size
0.000000000,19968,6256,0,13130,6838,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.484518008,nan,nan,nan,nan,0,nan
0.100137234,19968,6024,0,13130,6838,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.315231323,18,0.000000000,nan,nan,nan,0.120181998,nan,nan,nan,nan,0,nan
0.199915648,19968,6224,0,13150,6818,13740,934,nan,nan,nan,nan,6925,6815,459,475,1.437092574,0.986014719,nan,nan,7.246494293,9,0.000000000,nan,nan,1.000000000,5.765284004,nan,nan,nan,nan,0,0.200000000
0.299815893,19872,5996,0,13078,6794,13872,958,904,902,452,450,7081,6791,476,482,1.401368990,1.003225286,231.464095985,387.024498563,6.839036942,21,0.000000000,nan,nan,0.000000000,19.488199003,9.823417960,0.320503023,1.210932998,11.036176991,0,0.200000000
0.399779558,20160,6225,0,13293,6867,13931,930,721,727,378,349,7065,6866,462,468,1.418056777,0.971913047,191.244396079,289.559229111,5.967378616,27,0.000000000,nan,nan,1.000000000,18.172045995,9.335555980,0.231968996,0.646180008,10.447854002,0,0.200000000
0.499836206,19968,5932,0,13111,6857,14032,961,637,641,365,276,7175,6857,485,476,1.391960484,0.995358228,175.622745801,287.288183706,9.006500244,14,0.000000000,nan,nan,1.000000000,16.338079004,9.758789995,0.237041997,0.309251976,10.880071990,0,0.200000000
0.600310326,20064,5889,0,13144,6920,14171,949,637,636,348,288,7251,6920,465,484,1.374474750,0.979963788,174.903738715,280.854772347,6.275177002,20,0.000000000,nan,nan,1.000000000,18.787791021,10.443363019,0.349317997,0.281164015,12.129401002,0,0.200000000
0.699967623,19872,5798,0,12954,6918,14070,961,620,618,354,264,7152,6918,478,483,1.397505089,0.976226905,175.217726532,304.586750795,6.457328796,20,0.000000000,nan,nan,1.000000000,15.095154988,8.420822938,0.206147030,0.234689011,9.314264986,0,0.200000000
0.800170183,20064,5856,0,13127,6937,14204,961,601,599,349,250,7267,6937,472,489,1.380152163,0.979957658,163.842776800,305.066142501,6.221055984,16,0.000000000,nan,nan,1.000000000,12.467143999,6.227442995,0.142126024,0.143888028,6.834086991,0,0.200000000
0.899845362,20064,5989,0,13144,6920,14071,955,623,625,365,260,7151,6920,472,483,1.393314372,0.977125621,161.241573646,324.936031577,6.416559219,28,0.000000000,nan,nan,1.000000000,15.996275994,8.778027986,0.191476982,0.229916011,9.625728999,0,0.200000000
1.000076532,20064,5855,0,13142,6922,14205,973,593,591,358,233,7283,6922,476,497,1.381317117,1.005326564,148.839279583,331.410977853,10.268926620,17,0.000000000,nan,nan,0.000000000,9.332258021,2.575228020,0.062191015,0.106999010,2.840325993,0,0.200000000
1.099958897,19968,6123,0,13080,6888,13841,955,589,590,354,236,6957,6884,471,484,1.426080291,1.004325132,136.150133856,313.010409225,9.189367294,28,0.000000000,nan,nan,0.000000000,9.688908991,4.800216033,0.133134978,0.180147006,5.344404984,0,0.200000000
1.199954510,19872,6020,0,13139,6733,13848,962,564,563,345,218,7115,6733,475,487,1.408092670,0.997052174,141.428212100,299.213978182,7.622003555,11,0.000000000,nan,nan,1.000000000,8.800798008,4.633176984,0.109143031,0.114872993,5.117907014,0,0.200000000
1.300403833,20064,6099,0,13090,6974,13961,970,593,591,344,247,6991,6970,473,497,1.418628618,0.988738931,144.849305808,312.842587485,8.069515228,28,0.000000000,nan,nan,1.000000000,17.481710005,9.766383038,0.221586030,0.139010983,10.835604015,0,0.200000000
1.399882317,20064,6205,0,13272,6792,13855,966,586,587,353,234,7067,6788,473,493,1.382437687,0.984245133,148.846363563,327.996765189,7.719278336,19,0.000000000,nan,nan,1.000000000,12.830354972,6.394852011,0.152936991,0.115294009,7.142363989,0,0.200000000
1.499976397,19104,5963,0,12766,6338,13137,939,565,561,331,230,6799,6338,460,479,1.416072385,1.001242739,128.676459967,323.045627752,6.796836853,22,0.000000000,nan,nan,0.000000000,18.884482008,11.168325000,0.289873016,0.235476007,12.363054993,0,0.200000000
1.598354578,20832,6472,0,13708,7124,14356,972,586,586,349,237,7232,7124,472,500,1.372883231,0.976842349,147.410193834,343.388721878,5.939483643,4,0.000000000,nan,nan,1.000000000,13.462948002,8.070003008,0.195288972,0.134465983,8.956731006,0,0.200000000
1.699889421,19584,5955,0,12907,6677,13625,942,560,559,325,234,6948,6677,459,483,1.399221215,1.000140002,132.284740608,299.085867188,6.421804428,23,0.000000000,nan,nan,0.000000000,13.062832993,6.940544961,0.128859043,0.106752006,7.557314006,0,0.200000000
1.801351070,20256,6322,0,13467,6789,13930,938,548,554,341,213,7145,6785,468,470,1.399520648,0.952151795,131.311209651,302.188969593,8.863925934,28,0.000000000,nan,nan,1.000000000,4.424585000,2.474929002,0.064827036,0.057257013,2.738876996,0,0.200000000
1.899925470,20160,6034,0,13431,6729,14122,942,574,572,339,233,7393,6729,463,479,1.388429339,0.968511206,140.288504510,291.356344814,6.079673767,21,0.000000000,nan,nan,1.000000000,17.601694999,10.505347978,0.294803031,0.300068990,11.696444999,0,0.200000000
1.999880314,19968,6181,0,13237,6731,13783,942,562,570,350,220,7052,6731,475,467,1.400384749,0.955221986,138.395010632,290.000361699,8.414983749,24,0.000000000,nan,nan,1.000000000,17.601221974,9.251873998,0.223165000,0.151453016,10.278404981,0,0.200000000
2.099810362,20064,5930,0,13122,6942,14130,939,568,561,339,222,7190,6940,461,478,1.371041781,0.999667385,128.297830245,277.577684821,8.821249008,19,0.000000000,nan,nan,1.000000000,9.355703020,2.504232019,0.064113003,0.087910012,2.813172003,0,0.200000000
2.199985743,19776,5993,0,13030,6746,13779,936,563,569,348,221,7037,6742,471,465,1.403504893,1.017640412,125.631365656,296.222504456,6.773471832,4,0.000000000,nan,nan,0.000000000,13.368991989,8.806532976,0.214853004,0.188671984,9.781350993,0,0.200000000
2.298672438,20160,5689,0,12891,7269,14467,947,574,572,340,232,7202,7265,458,489,1.373032415,1.043168739,130.357236049,287.448569997,8.682489395,34,0.000000000,nan,nan,0.000000000,4.053771001,2.347256028,0.063391053,0.064096996,2.618058003,0,0.200000000
2.400475025,20064,5857,0,12917,7147,14203,943,571,572,351,221,7060,7143,462,481,1.395350148,1.029765484,127.452638003,278.941405529,6.199836731,21,0.000000000,nan,nan,0.000000000,17.097626987,9.535401012,0.259101012,0.282599998,10.593159997,0,0.200000000
2.500132084,20064,5720,0,13013,7051,14340,928,561,559,330,229,7289,7051,442,486,1.361390860,1.034522567,122.814693133,281.155075496,5.520582199,5,0.000000000,nan,nan,0.000000000,10.584187985,5.485889968,0.125117018,0.086368003,6.062021013,0,0.200000000
2.600234270,19872,5857,0,12915,6957,14011,918,567,563,346,217,7054,6957,462,456,1.385569565,1.017078640,123.571032561,288.129029428,8.306026459,19,0.000000000,nan,nan,0.000000000,27.975553006,10.260008974,0.245747011,0.161964999,11.445673008,0,0.200000000
2.699808598,20064,5855,0,13276,6788,14205,925,555,551,345,206,7417,6788,459,466,1.374968738,0.918174016,131.815452444,278.948840758,6.696939468,36,0.000000000,nan,nan,1.000000000,13.932462985,6.354510959,0.151537999,0.085670996,7.025948988,0,0.200000000
2.800109625,19968,6099,0,13298,6670,13865,867,522,525,334,191,7195,6670,447,420,1.379141717,0.818431722,117.398691114,241.129557955,8.401155472,21,0.000000000,nan,nan,1.000000000,16.785287997,9.671779000,0.246011972,0.150779990,10.780759010,0,0.200000000
2.899828196,19968,6214,0,13485,6483,13750,880,536,534,357,177,7267,6483,459,421,1.376734201,0.792011350,129.554618817,227.095134614,5.860090256,21,0.000000000,nan,nan,1.000000000,15.520077985,9.917991003,0.244643074,0.166846992,10.978651000,0,0.200000000
2.999941587,20064,6421,0,13585,6479,13639,843,516,513,354,159,7160,6479,467,376,1.363998878,0.779150191,128.189132696,204.788217696,7.403850555,18,0.000000000,nan,nan,1.000000000,18.088737008,11.178799963,0.282587978,0.045396999,12.303577998,0,0.200000000
3.100046873,20064,6648,0,13812,6252,13412,814,507,507,352,155,7162,6250,460,354,1.366863928,0.764182558,133.143519464,177.044293219,7.011175156,20,0.000000000,nan,nan,1.000000000,3.914344998,2.118840988,0.054117030,0.043606007,2.413570008,0,0.200000000
3.199937582,19872,6713,0,13931,5941,13155,772,492,489,349,140,7215,5940,464,308,1.363071908,0.738439214,128.517079111,157.634300206,6.281137466,3,0.000000000,nan,nan,1.000000000,4.517115012,2.491834020,0.069026020,0.044343993,2.824827010,0,0.200000000
3.299787998,20064,7135,0,14216,5848,12925,767,495,496,355,141,7078,5847,463,304,1.376383481,0.722274885,135.949119836,155.936990158,9.308338165,38,0.000000000,nan,nan,1.000000000,15.362106002,8.220779971,0.216939981,0.092784001,9.153624997,0,0.200000000
3.399962425,20064,7091,0,14367,5697,12969,774,501,497,360,137,7272,5697,474,300,1.351343009,0.729450503,142.317581887,145.642315591,5.830764771,5,0.000000000,nan,nan,1.000000000,13.743371994,9.262763982,0.247460033,0.351711002,10.365013004,0,0.200000000
3.500070810,19872,6893,0,13962,5910,12975,809,500,495,350,145,7065,5910,461,348,1.373906478,0.739260437,132.402650404,150.729300281,6.244897842,19,0.000000000,nan,nan,1.000000000,16.804854007,9.622084006,0.258150045,0.192245003,10.705349996,0,0.200000000
3.599838972,20064,6803,0,14159,5905,13257,839,498,497,360,137,7352,5905,476,363,1.371247061,0.755969579,140.271435262,167.464161062,9.242773056,35,0.000000000,nan,nan,1.000000000,19.651838986,11.803893023,0.252317986,0.216624001,12.930858997,0,0.200000000
