relative_time,raw_point_count,blind_rejected,front_rejected,front_raw_count,back_raw_count,feats_undistort_size,feats_down_size,eff_feat_num_first,eff_feat_num_last,front_effL,back_effL,front_undist,back_undist,front_down,back_down,front_range_med,back_range_med,t_lambda_min,r_lambda_min,imu_dt_max_ms,imu_count,imu_degraded,lidar_weak_rotation,combined_risk,near_wall,total_time,match_time,solve_time,map_incre_time,kf_update_time,deskew_enable,current_voxel_size
0.000000000,19968,2977,0,11961,8007,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.003891008,nan,nan,nan,nan,0,nan
0.099001169,20064,3216,0,12088,7976,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.266117096,18,0.000000000,nan,nan,nan,0.165180012,nan,nan,nan,nan,0,nan
0.199111462,19968,3044,0,12000,7968,16920,489,nan,nan,nan,nan,9021,7899,305,184,2.475963039,1.887692803,nan,nan,8.145332336,21,0.000000000,nan,nan,0.000000000,7.458957029,nan,nan,nan,nan,0,0.500000000
0.299040556,20064,3261,0,12148,7916,16799,497,308,310,186,124,8947,7852,309,188,2.483530569,1.803204944,69.415752855,331.540635970,7.922887802,19,0.000000000,nan,nan,0.000000000,9.156741027,2.071744995,0.032747048,0.243814022,2.265741990,0,0.500000000
0.399035692,19968,3188,0,12000,7968,16776,492,291,288,170,118,8877,7899,299,193,2.475144609,1.864219349,65.512502093,335.600164887,7.870197296,22,0.000000000,nan,nan,0.000000000,14.677942963,6.666895002,0.143101031,0.747848011,7.447681041,0,0.500000000
0.499911547,20064,3227,0,11983,8081,16833,487,279,279,168,111,8823,8010,295,192,2.491915301,1.792369272,57.883262269,313.313139187,7.315158844,18,0.000000000,nan,nan,0.000000000,14.260008000,6.322216999,0.127566978,0.552762009,7.046885032,0,0.500000000
0.599087477,19968,3275,0,12018,7950,16689,486,273,271,161,110,8811,7878,297,189,2.479140737,1.833312286,55.049981933,326.496214694,9.237766266,22,0.000000000,nan,nan,0.000000000,12.923780014,5.805923021,0.117630989,0.461507007,6.424279010,0,0.500000000
0.699386597,20064,3306,0,12043,8021,16754,495,288,287,175,112,8811,7943,306,189,2.481367583,1.825072917,59.315058667,376.091185393,7.504940033,18,0.000000000,nan,nan,0.000000000,5.014150986,2.499708033,0.058025063,0.279059983,2.818075998,0,0.500000000
0.799233675,19968,3348,0,12085,7883,16616,483,280,281,170,111,8801,7815,298,185,2.484101891,1.818750468,59.069406629,335.957697200,7.988452911,22,0.000000000,nan,nan,0.000000000,15.186533041,6.241015042,0.122536032,0.393954979,6.939368031,0,0.500000000
0.898989677,19968,3214,0,12049,7919,16750,496,288,289,176,113,8907,7843,307,189,2.490995087,1.776614988,62.438420139,347.382131481,5.773305893,20,0.000000000,nan,nan,0.000000000,12.541604054,5.696105014,0.132403977,0.458094990,6.356789032,0,0.500000000
