relative_time,raw_point_count,blind_rejected,front_rejected,front_raw_count,back_raw_count,feats_undistort_size,feats_down_size,eff_feat_num_first,eff_feat_num_last,front_effL,back_effL,front_undist,back_undist,front_down,back_down,front_range_med,back_range_med,t_lambda_min,r_lambda_min,imu_dt_max_ms,imu_count,imu_degraded,lidar_weak_rotation,combined_risk,near_wall,total_time,match_time,solve_time,map_incre_time,kf_update_time,deskew_enable,current_voxel_size
0.000000000,19968,3446,0,11664,8304,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.013985002,nan,nan,nan,nan,0,nan
0.101783514,20064,3563,0,11764,8300,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.894992828,27,0.000000000,nan,nan,nan,0.189676997,nan,nan,nan,nan,0,nan
0.200985909,19584,3388,0,11520,8064,16192,1774,nan,nan,nan,nan,8132,8060,1251,523,2.352913257,1.628625023,nan,nan,5.856752396,15,0.000000000,nan,nan,0.000000000,6.524001001,nan,nan,nan,nan,0,0.200000000
0.300430775,20064,3550,0,11843,8221,16510,1810,1740,1739,1205,534,8289,8221,1262,548,2.311897431,1.641085939,439.961672173,1735.773533097,7.827043533,27,0.000000000,nan,nan,0.000000000,24.698200999,13.878160011,0.378097015,1.279435004,15.126532002,0,0.200000000
0.401129484,19968,3816,0,11844,8124,16148,1803,1552,1561,1106,455,8028,8120,1252,551,2.379383217,1.646635005,386.574826868,1723.743545891,7.233619690,25,0.000000000,nan,nan,0.000000000,10.664092988,5.649733008,0.172904984,0.390766989,6.373188007,0,0.200000000
0.500204086,19968,3644,0,11739,8229,16320,1817,1459,1465,1050,415,8095,8225,1264,553,2.340753976,1.640345109,298.958080097,1723.583217599,5.988597870,20,0.000000000,nan,nan,0.000000000,27.119033999,15.878442980,0.421460005,0.410677996,17.439172007,0,0.200000000
0.600089073,19968,3828,0,11875,8093,16136,1802,1383,1386,975,411,8047,8089,1259,543,2.377637633,1.654013640,298.837214945,1650.416073462,8.401632309,20,0.000000000,nan,nan,0.000000000,16.781436003,11.036312018,0.363516010,0.411827001,12.427916998,0,0.200000000
0.701071739,20064,3806,0,11822,8242,16254,1771,1314,1314,908,406,8015,8239,1236,535,2.346190350,1.617569196,272.398265451,1607.398082954,9.819746017,18,0.000000000,nan,nan,0.000000000,23.059775005,14.184443993,0.336619996,0.297620994,15.383495003,0,0.200000000
0.799852610,19296,3736,0,11558,7738,15556,1765,1269,1272,872,400,7822,7734,1229,536,2.390405784,1.645102290,291.322906655,1605.564609414,7.610321045,14,0.000000000,nan,nan,0.000000000,22.403404000,14.517502015,0.309941010,0.303699009,15.687577004,0,0.200000000
0.900374174,20640,3926,0,12096,8544,16710,1808,1296,1301,895,406,8166,8544,1262,546,2.352537421,1.526577837,273.851389151,1697.009988126,6.098508835,16,0.000000000,nan,nan,0.000000000,22.500667998,14.634680992,0.304372006,0.273886995,15.893617994,0,0.200000000
0.999623775,19968,3983,0,12047,7921,15981,1801,1225,1229,850,379,8060,7921,1281,520,2.323363497,1.549182384,228.904152888,1542.778366662,9.150505066,32,0.000000000,nan,nan,0.000000000,8.755364004,5.011679998,0.130459026,0.145245998,5.522460997,0,0.200000000
