Linux 6.8.0-87-generic (jschoi) 	09/06/2026 	_x86_64_	(24 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:24:57 AM  1000   1156740    5.00    3.00    0.00    0.00    8.00     1   4330.00      0.00 2593940  166216   0.51  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:24:58 AM  1000   1156740   27.00    5.00    0.00    0.00   32.00    10   8378.00      0.00 2599080  189644   0.58  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:24:59 AM  1000   1156740   23.00    2.00    0.00    0.00   25.00    14   4621.00      0.00 2599080  198496   0.61  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:25:00 AM  1000   1156740   23.00    3.00    0.00    0.00   26.00     8   4227.00      0.00 2599088  207400   0.64  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:25:01 AM  1000   1156740   22.00    3.00    0.00    0.00   25.00     8   2761.00      0.00 2599124  213828   0.66  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:25:02 AM  1000   1156740   23.00    2.00    0.00    0.00   25.00     6   1655.00      0.00 2599124  216676   0.66  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:25:03 AM  1000   1156740   25.00    2.00    0.00    0.00   27.00     8   1061.00      0.00 2599124  219224   0.67  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:25:04 AM  1000   1156740   21.00    4.00    0.00    0.00   25.00     2   1518.00      0.00 2599124  220012   0.67  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:25:05 AM  1000   1156740   24.00    4.00    0.00    0.00   28.00    10    298.00      0.00 2599124  217552   0.67  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:25:06 AM  1000   1156740   22.00    3.00    0.00    0.00   25.00     0   1454.00      0.00 2599124  215636   0.66  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:25:07 AM  1000   1156740   20.00    2.00    0.00    0.00   22.00     3   1542.00      0.00 2599124  221396   0.68  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:25:08 AM  1000   1156740   18.00    5.00    0.00    0.00   23.00     3   1128.00      0.00 2599124  220600   0.68  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:25:09 AM  1000   1156740   22.00    2.00    0.00    0.00   24.00    14    466.00      0.00 2599124  220712   0.68  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:25:10 AM  1000   1156740   19.00    2.00    0.00    0.00   21.00     8    791.00      0.00 2599124  219676   0.67  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:25:11 AM  1000   1156740   21.00    2.00    0.00    0.00   23.00    10    372.00      0.00 2599124  217692   0.67  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:25:12 AM  1000   1156740   21.00    2.00    0.00    0.00   23.00    14   1127.00      0.00 2599124  215068   0.66  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
